iter,converge
1,0.97687953648792558
2,0.96144962832778424
3,0.94903239855529575
4,0.93834912564483397
5,0.92882937240319241
6,0.92016000319327385
7,0.91214723519830632
8,0.90466128371624355
9,0.89761019088209404
10,0.89092598788613153
11,0.88455675477252405
12,0.87846176954167798
13,0.87260839358878295
14,0.86696998946556969
15,0.86152448127907888
16,0.85625333078596422
17,0.85114079127106235
18,0.84617335231091229
19,0.84133931892976688
20,0.83662848741017426
21,0.83203189193826099
22,0.8275416040393081
23,0.82315057195214492
24,0.81885249063219212
25,0.81464169553401133
26,0.81051307506380632
27,0.80646199784124928
28,0.80248425181936456
29,0.79857599298209625
30,0.79473370183993053
31,0.79095414632207905
32,0.78723434995197761
33,0.78357156441481257
34,0.77996324579826171
35,0.77640703392262833
36,0.77290073428314343
37,0.76944230221201115
38,0.76602982893552118
39,0.76266152925633868
40,0.75933573063527371
41,0.75605086348305206
42,0.75280545250217223
43,0.74959810894334411
44,0.74642752366122012
45,0.74329246087092737
46,0.74019175252094027
47,0.7371242932096389
48,0.73408903558278682
49,0.73108498615759876
50,0.7281112015261294
51,0.72516678489685271
52,0.72225088293840356
53,0.7193626828939752
54,0.71650140993862399
55,0.71366632475504499
56,0.71085672130627442
57,0.70807192478615555
58,0.70531128973067236
59,0.70257419827499445
60,0.69986005854285294
61,0.6971683031561926
62,0.69449838785436435
63,0.69184979021322479
64,0.68922200845545811
65,0.68661456034435908
66,0.68402698215402569
67,0.68145882770961408
68,0.67890966749194881
69,0.67637908780123701
70,0.6738666899752277
71,0.67137208965748585
72,0.66889491611192198
73,0.66643481157999307
74,0.66399143067736821
75,0.66156443982709778
76,0.65915351672656297
77,0.65675834984577608
78,0.6543786379547224
79,0.65201408967771446
80,0.64966442307280603
81,0.64732936523456253
82,0.64500865191854595
83,0.64270202718605185
84,0.64040924306771274
85,0.63813005924475996
86,0.63586424274670161
87,0.63361156766444804
88,0.63137181487780114
89,0.62914477179644857
90,0.62693023211360788
91,0.62472799557152148
92,0.62253786773808673
93,0.62035965979394081
94,0.61819318832938808
95,0.61603827515057819
96,0.61389474709438985
97,0.61176243585153944
98,0.60964117779742288
99,0.60753081383028151
100,0.60543118921625738
101,0.60334215344099607
102,0.60126356006740045
103,0.59919526659925704
104,0.59713713435038707
105,0.59508902831904542
106,0.59305081706731655
107,0.59102237260523216
108,0.5890035702793821
109,0.58699428866581238
110,0.58499440946697034
111,0.58300381741254181
112,0.58102240016396622
113,0.5790500482224672
114,0.57708665484044075
115,0.57513211593605684
116,0.57318633001089603
117,0.57124919807053487
118,0.56932062354791002
119,0.56740051222936294
120,0.56548877218324756
121,0.56358531369098797
122,0.56169004918049092
123,0.55980289316180565
124,0.55792376216495665
125,0.55605257467983982
126,0.55418925109813089
127,0.55233371365708517
128,0.55048588638520146
129,0.54864569504964011
130,0.54681306710535305
131,0.54498793164584591
132,0.5431702193555239
133,0.54135986246355872
134,0.53955679469921147
135,0.53776095124856826
136,0.5359722687126508
137,0.53419068506681489
138,0.53241613962143686
139,0.53064857298380719
140,0.52888792702121035
141,0.52713414482514209
142,0.52538717067662088
143,0.523646950012574
144,0.52191342939323349
145,0.52018655647054002
146,0.51846627995749517
147,0.51675254959844785
148,0.51504531614027027
149,0.5133445313044116
150,0.51165014775978068
151,0.50996211909644851
152,0.5082803998001344
153,0.50660494522745125
154,0.5049357115818901
155,0.50327265589051806
156,0.50161573598136999
157,0.4999649104614996
158,0.49832013869568886
159,0.49668138078578095
160,0.4950485975506268
161,0.49342175050661119
162,0.49180080184875868
163,0.49018571443239556
164,0.48857645175533782
165,0.48697297794061106
166,0.48537525771966944
167,0.48378325641610243
168,0.48219693992982449
169,0.48061627472171076
170,0.47904122779869401
171,0.47747176669928543
172,0.47590785947951475
173,0.47434947469928701
174,0.47279658140911868
175,0.47124914913727167
176,0.46970714787725409
177,0.46817054807567665
178,0.46663932062046753
179,0.46511343682941764
180,0.46359286843907016
181,0.46207758759390782
182,0.46056756683587396
183,0.45906277909417392
184,0.45756319767538911
185,0.4560687962538576
186,0.45457954886233432
187,0.45309542988292778
188,0.45161641403828945
189,0.45014247638304467
190,0.44867359229548925
191,0.44720973746950876
192,0.4457508879067294
193,0.44429701990889608
194,0.44284811007046876
195,0.44140413527142436
196,0.43996507267026197
197,0.43853089969722059
198,0.43710159404766979
199,0.43567713367570465
200,0.43425749678791004
201,0.43284266183730835
202,0.43143260751748097
203,0.4300273127568443
204,0.42862675671310146
205,0.42723091876784236
206,0.42583977852129795
207,0.4244533157872411
208,0.42307151058803649
209,0.4216943431498224
210,0.42032179389783469
211,0.41895384345185566
212,0.41759047262179783
213,0.41623166240340431
214,0.41487739397407553
215,0.41352764868881092
216,0.41218240807626261
217,0.41084165383489951
218,0.40950536782928376
219,0.40817353208644175
220,0.40684612879234633
221,0.40552314028848829
222,0.40420454906854741
223,0.4028903377751587
224,0.40158048919676126
225,0.40027498626454011
226,0.39897381204945309
227,0.39767694975933393
228,0.39638438273608156
229,0.39509609445292548
230,0.39381206851176687
231,0.39253228864058332
232,0.39125673869092908
233,0.38998540263547088
234,0.38871826456561887
235,0.38745530868921774
236,0.38619651932827698
237,0.38494188091679626
238,0.38369137799863595
239,0.3824449952254334
240,0.38120271735460293
241,0.37996452924735763
242,0.37873041586681488
243,0.37750036227613676
244,0.37627435363672085
245,0.37505237520644658
246,0.37383441233795806
247,0.37262045047700837
248,0.37141047516083864
249,0.37020447201659357
250,0.36900242675979972
251,0.36780432519285816
252,0.36661015320360407
253,0.36541989676388376
254,0.36423354192817736
