x,solution,exactSolution
0.0,0.0,0.0
0.052631578947368418,0.016347281448254921,0.016396953687282601
0.10526315789473684,0.030169595301628101,0.030265394564038803
0.15789473684210525,0.041702052397809573,0.041839312284125296
0.21052631578947367,0.051161905758291014,0.051334817332246471
0.26315789473684209,0.058742097551515236,0.058943639879678031
0.31578947368421051,0.064606837920495902,0.06483051992744493
0.36842105263157893,0.068888946448082036,0.069128423984980564
0.42105263157894735,0.071688490509076525,0.071937565284057162
0.47368421052631576,0.073072236568436227,0.073325495036528826
0.52631578947368418,0.073073514246975446,0.073325495036528812
0.57894736842105265,0.071692219225536091,0.071937565284057162
0.63157894736842102,0.068894817933029581,0.069128423984980564
0.68421052631578938,0.06461435384307268,0.06483051992744493
0.73684210526315785,0.058750592089211913,0.058943639879678052
0.78947368421052633,0.051170576000856838,0.051334817332246492
0.84210526315789469,0.041709995440424669,0.041839312284125324
0.89473684210526305,0.030175850623471754,0.030265394564038855
0.94736842105263153,0.016350876961666826,0.016396953687282615
1.0,0.0,0.0
